Dem,GOP,State,Vote by county
6852,12528,New York,Tioga
5770,12448,New York,Fulton
6370,11546,New York,Greene
7976,9207,New York,Cortland
5943,11024,New York,Chenango
5825,11012,New York,Delaware
5961,10579,New York,Montgomery
4473,11712,New York,Allegany
4327,11582,New York,Orleans
3585,11884,New York,Wyoming
6517,7636,New York,Franklin
6760,7275,New York,Essex
5175,6719,New York,Seneca
3777,8173,New York,Schoharie
2828,6916,New York,Lewis
3219,5180,New York,Yates
2761,5179,New York,Schuyler
752,1795,New York,Hamilton
298353,193607,North Carolina,Wake
292258,154303,North Carolina,Mecklenburg
147949,97461,North Carolina,Guilford
92488,74793,North Carolina,Forsyth
118783,27879,North Carolina,Durham
74937,55339,North Carolina,Buncombe
70523,50593,North Carolina,Cumberland
50219,54665,North Carolina,New Hanover
34051,66265,North Carolina,Union
30982,61467,North Carolina,Gaston
35048,53224,North Carolina,Cabarrus
28153,54082,North Carolina,Johnston
24441,54164,North Carolina,Iredell
59105,18373,North Carolina,Orange
40967,35191,North Carolina,Pitt
17328,52870,North Carolina,Davidson
21050,48062,North Carolina,Catawba
29268,38235,North Carolina,Alamance
23117,42440,North Carolina,Brunswick
13074,49156,North Carolina,Randolph
19208,42388,North Carolina,Rowan
19664,35535,North Carolina,Henderson
17156,36342,North Carolina,Onslow
21520,27360,North Carolina,Wayne
16148,30273,North Carolina,Moore
23024,23142,North Carolina,Nash
17481,27556,North Carolina,Craven
16452,27278,North Carolina,Harnett
14896,28394,North Carolina,Cleveland
14057,26463,North Carolina,Rockingham
18377,20294,North Carolina,Robeson
9836,28653,North Carolina,Lincoln
20953,17012,North Carolina,Chatham
10930,25741,North Carolina,Burke
19527,17410,North Carolina,Wilson
9806,26228,North Carolina,Carteret
8403,26499,North Carolina,Caldwell
7438,23495,North Carolina,Surry
6596,23613,North Carolina,Wilkes
10414,18844,North Carolina,Haywood
12811,16320,North Carolina,Franklin
7451,21694,North Carolina,Rutherford
7008,21788,North Carolina,Stanly
13953,13521,North Carolina,Watauga
9086,17317,North Carolina,Pender
12827,13500,North Carolina,Granville
10486,14761,North Carolina,Sampson
11752,13354,North Carolina,Lenoir
15642,8954,North Carolina,Halifax
10380,13625,North Carolina,Lee
16152,8219,North Carolina,Edgecombe
8699,14478,North Carolina,Beaufort
8991,14177,North Carolina,Columbus
4645,16976,North Carolina,Stokes
5228,15502,North Carolina,Davie
8196,12151,North Carolina,Duplin
12168,7304,North Carolina,Vance
4645,14517,North Carolina,McDowell
7772,11116,North Carolina,Person
7079,11283,North Carolina,Dare
8290,10199,North Carolina,Richmond
3750,13826,North Carolina,Alexander
7564,9706,North Carolina,Jackson
9608,7676,North Carolina,Hoke
6520,10441,North Carolina,Transylvania
3140,13815,North Carolina,Yadkin
4841,12035,North Carolina,Macon
8455,8082,North Carolina,Pasquotank
7021,8511,North Carolina,Bladen
2809,10711,North Carolina,Cherokee
7279,6212,North Carolina,Scotland
3476,9353,North Carolina,Ashe
2879,9070,North Carolina,Currituck
5814,5874,North Carolina,Martin
4108,7070,North Carolina,Montgomery
3899,6735,North Carolina,Madison
3715,6738,North Carolina,Polk
4549,5758,North Carolina,Caswell
5785,4480,North Carolina,Anson
6668,3302,North Carolina,Warren
6886,3081,North Carolina,Hertford
3181,6367,North Carolina,Yancey
6113,3556,North Carolina,Northampton
5837,3476,North Carolina,Bertie
1670,6226,North Carolina,Avery
3570,4358,North Carolina,Greene
1585,6225,North Carolina,Mitchell
2965,3983,North Carolina,Chowan
2427,4225,North Carolina,Pamlico
2291,4143,North Carolina,Perquimans
3490,2560,North Carolina,Washington
2186,3557,North Carolina,Swain
1352,4395,North Carolina,Clay
2371,2851,North Carolina,Gates
1300,3789,North Carolina,Alleghany
2041,2941,North Carolina,Jones
1266,3527,North Carolina,Camden
761,3260,North Carolina,Graham
956,1275,North Carolina,Hyde
705,968,North Carolina,Tyrrell
31291,39738,North Dakota,Cass
10865,32499,North Dakota,Burleigh
10828,16325,North Dakota,Grand Forks
5792,18601,North Dakota,Ward
3077,11319,North Dakota,Morton
1722,10033,North Dakota,Williams
1745,9718,North Dakota,Stark
2484,6706,North Dakota,Stutsman
2064,4759,North Dakota,Richland
1597,3156,North Dakota,Barnes
1505,3216,North Dakota,Ramsey
1070,3827,North Dakota,McLean
696,3661,North Dakota,McKenzie
616,3715,North Dakota,Mercer
1166,2991,North Dakota,Walsh
1211,2551,North Dakota,Mountrail
1239,2263,North Dakota,Traill
2097,1210,North Dakota,Rolette
734,2482,North Dakota,Bottineau
681,2204,North Dakota,Pembina
474,1991,North Dakota,McHenry
551,1656,North Dakota,Dickey
419,1793,North Dakota,Wells
836,1209,North Dakota,Ransom
356,1753,North Dakota,Dunn
500,1475,North Dakota,LaMoure
431,1433,North Dakota,Pierce
693,1088,North Dakota,Sargent
476,1356,North Dakota,Cavalier
215,1672,North Dakota,Emmons
842,927,North Dakota,Benson
227,1445,North Dakota,Bowman
346,1237,North Dakota,Foster
536,1025,North Dakota,Nelson
233,1095,North Dakota,McIntosh
187,1098,North Dakota,Grant
179,1106,North Dakota,Kidder
168,1032,North Dakota,Hettinger
200,978,North Dakota,Renville
298,847,North Dakota,Griggs
354,790,North Dakota,Eddy
216,904,North Dakota,Adams
243,860,North Dakota,Divide
758,256,North Dakota,Sioux
305,733,North Dakota,Towner
118,879,North Dakota,Burke
112,867,North Dakota,Logan
119,827,North Dakota,Oliver
361,537,North Dakota,Steele
99,793,North Dakota,Golden Valley
94,644,North Dakota,Sheridan
58,492,North Dakota,Billings
42,361,North Dakota,Slope
383974,179894,Ohio,Cuyahoga
335961,192328,Ohio,Franklin
207587,169972,Ohio,Hamilton
129922,109531,Ohio,Summit
117661,120766,Ohio,Montgomery
107363,74102,Ohio,Lucas
66581,96345,Ohio,Stark
56700,104441,Ohio,Butler
64958,65346,Ohio,Lorain
33036,75947,Ohio,Warren
56188,52808,Ohio,Mahoning
45056,62627,Ohio,Lake
39584,55660,Ohio,Delaware
26096,65960,Ohio,Clermont
42130,48152,Ohio,Trumbull
31582,53811,Ohio,Medina
28023,47506,Ohio,Greene
26360,49346,Ohio,Licking
31463,38978,Ohio,Portage
24150,43163,Ohio,Fairfield
26440,31734,Ohio,Wood
22666,34311,Ohio,Clark
15629,35805,Ohio,Richland
12832,36311,Ohio,Miami
17165,29577,Ohio,Geauga
14670,31622,Ohio,Wayne
12273,31086,Ohio,Columbiana
12815,29858,Ohio,Allen
11895,26105,Ohio,Tuscarawas
15191,22755,Ohio,Ashtabula
15692,19301,Ohio,Erie
10926,23588,Ohio,Muskingum
9419,23777,Ohio,Hancock
9483,20668,Ohio,Jefferson
8652,20729,Ohio,Belmont
8841,19742,Ohio,Scioto
7841,19901,Ohio,Washington
9905,17833,Ohio,Ross
15552,10816,Ohio,Athens
7959,18563,Ohio,Knox
9733,16045,Ohio,Sandusky
7530,17601,Ohio,Union
6849,18240,Ohio,Lawrence
7748,16563,Ohio,Marion
4395,19698,Ohio,Darke
7080,15930,Ohio,Huron
5659,17169,Ohio,Ashland
6325,16482,Ohio,Pickaway
7237,14559,Ohio,Seneca
4143,18148,Ohio,Shelby
3825,18130,Ohio,Auglaize
8136,12389,Ohio,Ottawa
3335,17200,Ohio,Mercer
4537,15586,Ohio,Logan
5981,13419,Ohio,Fulton
4323,15376,Ohio,Preble
4270,14257,Ohio,Brown
4518,13265,Ohio,Crawford
2874,14704,Ohio,Putnam
3943,13466,Ohio,Clinton
5282,11478,Ohio,Defiance
4488,12314,Ohio,Champaign
3436,13005,Ohio,Highland
4287,11706,Ohio,Williams
4662,11319,Ohio,Madison
3711,11722,Ohio,Morrow
4286,11164,Ohio,Guernsey
3908,10381,Ohio,Coshocton
4072,9978,Ohio,Perry
3690,9136,Ohio,Henry
2667,10328,Ohio,Van Wert
3142,9618,Ohio,Jackson
3124,9067,Ohio,Carroll
2564,9567,Ohio,Gallia
3713,8282,Ohio,Hocking
2870,8541,Ohio,Hardin
3443,7669,Ohio,Pike
2293,8445,Ohio,Adams
1766,8578,Ohio,Holmes
2672,7763,Ohio,Fayette
2484,7346,Ohio,Wyandot
2157,6869,Ohio,Meigs
2068,6359,Ohio,Paulding
1663,5021,Ohio,Harrison
1647,4781,Ohio,Monroe
1711,4315,Ohio,Morgan
1201,4441,Ohio,Noble
1332,3799,Ohio,Vinton
112661,141429,Oklahoma,Oklahoma
87663,143985,Oklahoma,Tulsa
38790,62469,Oklahoma,Cleveland
11666,39969,Oklahoma,Canadian
7895,30893,Oklahoma,Rogers
11439,19153,Oklahoma,Comanche
6711,22967,Oklahoma,Wagoner
5834,21539,Oklahoma,Creek
8785,16644,Oklahoma,Payne
6005,17826,Oklahoma,Pottawatomie
7969,15029,Oklahoma,Muskogee
3878,17293,Oklahoma,Grady
5047,15810,Oklahoma,Washington
4391,15998,Oklahoma,Garfield
4239,13613,Oklahoma,Logan
5593,12559,Oklahoma,Osage
4002,13751,Oklahoma,Carter
3084,14166,Oklahoma,Stephens
3704,12740,Oklahoma,Pittsburg
3245,13346,Oklahoma,LeFlore
2893,13151,Oklahoma,McClain
3734,12168,Oklahoma,Kay
5455,9992,Oklahoma,Cherokee
3423,11550,Oklahoma,Mayes
3306,11796,Oklahoma,Delaware
3633,10420,Oklahoma,Pontotoc
3061,10888,Oklahoma,Sequoyah
2423,10838,Oklahoma,Lincoln
4379,8926,Oklahoma,Okmulgee
2793,10449,Oklahoma,Bryan
1799,8642,Oklahoma,McCurtain
2584,7627,Oklahoma,Ottawa
2102,7818,Oklahoma,Custer
1852,8243,Oklahoma,Garvin
2418,6473,Oklahoma,Caddo
2067,5612,Oklahoma,Seminole
2122,5501,Oklahoma,McIntosh
1473,5969,Oklahoma,Jackson
871,6329,Oklahoma,Woodward
958,6287,Oklahoma,Beckham
1374,4753,Oklahoma,Adair
1341,4716,Oklahoma,Pawnee
783,5151,Oklahoma,Kingfisher
1249,4279,Oklahoma,Craig
855,4615,Oklahoma,Texas
1086,4173,Oklahoma,Murray
1095,4202,Oklahoma,Marshall
1064,4202,Oklahoma,Choctaw
795,4068,Oklahoma,Atoka
901,3707,Oklahoma,Noble
882,3697,Oklahoma,Haskell
588,3851,Oklahoma,Washita
961,3387,Oklahoma,Hughes
748,3581,Oklahoma,Pushmataha
742,3321,Oklahoma,Nowata
797,3094,Oklahoma,Latimer
782,3081,Oklahoma,Johnston
943,2791,Oklahoma,Okfuskee
711,2884,Oklahoma,Blaine
735,2920,Oklahoma,Love
521,2945,Oklahoma,Woods
766,2593,Oklahoma,Kiowa
310,2940,Oklahoma,Major
657,1944,Oklahoma,Tillman
424,2054,Oklahoma,Cotton
411,1892,Oklahoma,Coal
365,1905,Oklahoma,Jefferson
216,1931,Oklahoma,Alfalfa
222,1964,Oklahoma,Dewey
176,1987,Oklahoma,Beaver
287,1827,Oklahoma,Grant
323,1482,Oklahoma,Greer
155,1610,Oklahoma,Ellis
151,1546,Oklahoma,Roger Mills
131,1307,Oklahoma,Harper
70,962,Oklahoma,Cimarron
224,714,Oklahoma,Harmon
271754,63055,Oregon,Multnomah
137818,75903,Oregon,Washington
90187,79062,Oregon,Clackamas
100497,66218,Oregon,Lane
48803,54336,Oregon,Marion
43550,53083,Oregon,Jackson
40222,43667,Oregon,Deschutes
17456,32683,Oregon,Linn
13891,34112,Oregon,Douglas
28431,13030,Oregon,Benton
18635,22589,Oregon,Yamhill
13223,26582,Oregon,Josephine
15741,18333,Oregon,Polk
10355,17699,Oregon,Coos
7080,20170,Oregon,Klamath
7466,16775,Oregon,Umatilla
9959,12967,Oregon,Columbia
12300,9901,Oregon,Lincoln
8899,7794,Oregon,Clatsop
5701,6486,Oregon,Tillamook
3221,8378,Oregon,Union
4253,7157,Oregon,Curry
2591,8388,Oregon,Crook
4634,5721,Oregon,Wasco
6359,3223,Oregon,Hood River
2213,7141,Oregon,Malheur
2892,5337,Oregon,Jefferson
1781,6160,Oregon,Baker
1097,2825,Oregon,Wallowa
732,3187,Oregon,Grant
1004,2698,Oregon,Morrow
682,2904,Oregon,Harney
628,3001,Oregon,Lake
202,726,Oregon,Sherman
221,632,Oregon,Gilliam
153,583,Oregon,Wheeler
560542,105418,Pennsylvania,Philadelphia
363017,257488,Pennsylvania,Allegheny
251063,160803,Pennsylvania,Montgomery
165861,163873,Pennsylvania,Bucks
169169,106559,Pennsylvania,Delaware
140188,115582,Pennsylvania,Chester
90066,137145,Pennsylvania,Lancaster
67428,126933,Pennsylvania,York
59506,116427,Pennsylvania,Westmoreland
75169,93094,Pennsylvania,Berks
77087,70285,Pennsylvania,Lehigh
65936,71384,Pennsylvania,Northampton
51454,77508,Pennsylvania,Luzerne
64287,60620,Pennsylvania,Dauphin
54820,57168,Pennsylvania,Erie
44282,65649,Pennsylvania,Cumberland
51593,48102,Pennsylvania,Lackawanna
34436,58941,Pennsylvania,Washington
26834,61388,Pennsylvania,Butler
30225,46081,Pennsylvania,Beaver
36555,35099,Pennsylvania,Centre
17322,49554,Pennsylvania,Franklin
31930,31706,Pennsylvania,Monroe
16724,43937,Pennsylvania,Schuylkill
17798,40510,Pennsylvania,Cambria
17860,38804,Pennsylvania,Lebanon
17826,34388,Pennsylvania,Fayette
13093,37224,Pennsylvania,Blair
12926,35475,Pennsylvania,Lycoming
17631,30034,Pennsylvania,Mercer
14077,31249,Pennsylvania,Adams
13933,25323,Pennsylvania,Lawrence
11468,24920,Pennsylvania,Indiana
7367,27347,Pennsylvania,Somerset
10215,23912,Pennsylvania,Crawford
9184,24418,Pennsylvania,Northumberland
7700,23909,Pennsylvania,Clearfield
6849,22676,Pennsylvania,Armstrong
8917,18714,Pennsylvania,Carbon
8502,17387,Pennsylvania,Columbia
9247,16035,Pennsylvania,Pike
6263,17957,Pennsylvania,Bradford
3613,19455,Pennsylvania,Bedford
6398,15269,Pennsylvania,Wayne
5889,15254,Pennsylvania,Venango
4630,15613,Pennsylvania,Perry
4487,14369,Pennsylvania,Huntingdon
5065,13295,Pennsylvania,Susquehanna
3437,14533,Pennsylvania,Jefferson
3563,14050,Pennsylvania,Mifflin
4828,12032,Pennsylvania,Warren
4256,12545,Pennsylvania,Clarion
6138,10605,Pennsylvania,Union
3642,12928,Pennsylvania,Tioga
3991,11710,Pennsylvania,Snyder
3802,11159,Pennsylvania,McKean
4157,10394,Pennsylvania,Greene
4533,9701,Pennsylvania,Clinton
3637,9704,Pennsylvania,Elk
3573,8375,Pennsylvania,Wyoming
1810,8234,Pennsylvania,Juniata
2851,5274,Pennsylvania,Montour
1300,6247,Pennsylvania,Potter
904,5676,Pennsylvania,Fulton
756,2318,Pennsylvania,Sullivan
626,1680,Pennsylvania,Forest
469,1495,Pennsylvania,Cameron
41596,7087,Rhode Island,
18394,17303,Rhode Island,
17176,14660,Rhode Island,
14463,5805,Rhode Island,
10775,6641,Rhode Island,
6484,8791,Rhode Island,
7954,6985,Rhode Island,
7244,6559,Rhode Island,
6827,5532,Rhode Island,
5214,7160,Rhode Island,
7460,4138,Rhode Island,
5968,5183,Rhode Island,
5171,5450,Rhode Island,
4776,5039,Rhode Island,
5239,3772,Rhode Island,
3875,4800,Rhode Island,
5380,2643,Rhode Island,
5441,2334,Rhode Island,
4103,3412,Rhode Island,
3627,3515,Rhode Island,
3470,3558,Rhode Island,
3708,2979,Rhode Island,
2333,3950,Rhode Island,
3503,2829,Rhode Island,
3590,2357,Rhode Island,
2405,3058,Rhode Island,
1879,3320,Rhode Island,
1822,2790,Rhode Island,
2443,1833,Rhode Island,
1984,1739,Rhode Island,
2987,606,Rhode Island,
1549,1906,Rhode Island,
1534,1930,Rhode Island,
1423,1948,Rhode Island,
1840,1012,Rhode Island,
1033,1774,Rhode Island,
905,1296,Rhode Island,
1002,740,Rhode Island,
475,156,Rhode Island,
73338,125595,South Carolina,Greenville
89048,75233,South Carolina,Charleston
108401,52753,South Carolina,Richland
36731,83819,South Carolina,Horry
35143,79866,South Carolina,Lexington
39888,76101,South Carolina,Spartanburg
41230,66245,South Carolina,York
21040,56109,South Carolina,Anderson
30492,44223,South Carolina,Berkeley
25426,45981,South Carolina,Aiken
29577,39986,South Carolina,Beaufort
24010,34932,South Carolina,Dorchester
26630,29498,South Carolina,Florence
10327,36096,South Carolina,Pickens
24024,18733,South Carolina,Sumter
26258,11909,South Carolina,Orangeburg
13718,23598,South Carolina,Lancaster
7979,24096,South Carolina,Oconee
13234,17334,South Carolina,Georgetown
13866,14973,South Carolina,Darlington
10293,17464,South Carolina,Kershaw
10633,16881,South Carolina,Greenwood
8845,16770,South Carolina,Laurens
6089,15165,South Carolina,Cherokee
7616,9083,South Carolina,Colleton
7125,9576,South Carolina,Chesterfield
6212,10011,South Carolina,Newberry
7635,7246,South Carolina,Clarendon
9949,4863,South Carolina,Williamsburg
8522,5434,South Carolina,Marion
7789,6100,South Carolina,Jasper
6582,7272,South Carolina,Chester
4727,7058,South Carolina,Union
5832,5637,South Carolina,Dillon
4491,6842,South Carolina,Edgefield
6936,4024,South Carolina,Fairfield
3712,6742,South Carolina,Abbeville
5928,4257,South Carolina,Marlboro
4395,4888,South Carolina,Barnwell
5163,3483,South Carolina,Hampton
2809,5525,South Carolina,Saluda
5170,2789,South Carolina,Lee
3569,3785,South Carolina,Calhoun
3886,2197,South Carolina,Bamberg
2479,2651,South Carolina,McCormick
2722,788,South Carolina,Allendale
30610,42043,South Dakota,Minnehaha
14074,29804,South Dakota,Pennington
8076,15499,South Dakota,Lincoln
5452,9613,South Dakota,Brown
4879,6748,South Dakota,Brookings
3356,7411,South Dakota,Lawrence
3174,7764,South Dakota,Codington
2223,8441,South Dakota,Meade
3301,5654,South Dakota,Yankton
2449,5174,South Dakota,Hughes
2355,5157,South Dakota,Davison
2227,5288,South Dakota,Union
2314,4038,South Dakota,Lake
1912,4455,South Dakota,Beadle
2608,2109,South Dakota,Clay
1120,3290,South Dakota,Custer
693,3355,South Dakota,Butte
961,2937,South Dakota,Turner
1539,2142,South Dakota,Roberts
821,2511,South Dakota,Fall River
970,2381,South Dakota,Grant
935,2382,South Dakota,Charles Mix
692,2517,South Dakota,Hutchinson
704,2105,South Dakota,Bon Homme
919,1854,South Dakota,Spink
1042,1729,South Dakota,Moody
2504,241,South Dakota,Oglala Lakota
555,2051,South Dakota,Hamlin
974,1627,South Dakota,Day
462,2069,South Dakota,Tripp
623,1794,South Dakota,McCook
703,1680,South Dakota,Kingsbury
457,1896,South Dakota,Walworth
571,1565,South Dakota,Brule
1505,487,South Dakota,Todd
391,1600,South Dakota,Gregory
570,1366,South Dakota,Deuel
424,1497,South Dakota,Hanson
754,1056,South Dakota,Marshall
380,1433,South Dakota,Edmunds
334,1391,South Dakota,Hand
887,723,South Dakota,Dewey
398,1139,South Dakota,Clark
188,1333,South Dakota,Perkins
214,1338,South Dakota,Douglas
329,1148,South Dakota,Stanley
369,977,South Dakota,Lyman
340,974,South Dakota,Aurora
215,1069,South Dakota,Potter
535,588,South Dakota,Corson
412,666,South Dakota,Bennett
192,892,South Dakota,McPherson
241,819,South Dakota,Sanborn
204,858,South Dakota,Faulk
323,722,South Dakota,Jackson
281,706,South Dakota,Miner
77,936,South Dakota,Haakon
264,648,South Dakota,Jerauld
137,679,South Dakota,Sully
105,704,South Dakota,Campbell
38,694,South Dakota,Harding
352,368,South Dakota,Ziebach
125,543,South Dakota,Hyde
238,402,South Dakota,Mellette
69,450,South Dakota,Jones
296,171,South Dakota,Buffalo
206640,114948,Tennessee,Shelby
148473,84365,Tennessee,Davidson
62861,105724,Tennessee,Knox
55260,78661,Tennessee,Hamilton
36627,64428,Tennessee,Rutherford
30992,68160,Tennessee,Williamson
18153,50105,Tennessee,Sumner
11910,45577,Tennessee,Sullivan
21686,32320,Tennessee,Montgomery
14356,39304,Tennessee,Wilson
12085,37385,Tennessee,Blount
13003,34179,Tennessee,Washington
7070,29761,Tennessee,Bradley
15438,21321,Tennessee,Madison
6293,28610,Tennessee,Sevier
10026,23781,Tennessee,Maury
9010,19201,Tennessee,Anderson
6634,19393,Tennessee,Robertson
6847,18981,Tennessee,Putnam
5202,20410,Tennessee,Cumberland
4211,18538,Tennessee,Greene
5779,16893,Tennessee,Tipton
4916,17588,Tennessee,Loudon
4833,15863,Tennessee,Roane
3453,16897,Tennessee,Carter
3502,16611,Tennessee,Hawkins
4075,15839,Tennessee,Hamblen
4741,14409,Tennessee,Coffee
5255,13779,Tennessee,Gibson
5865,13046,Tennessee,Fayette
3490,14760,Tennessee,Jefferson
3507,14673,Tennessee,McMinn
4718,13213,Tennessee,Dickson
3184,13361,Tennessee,Monroe
4372,11526,Tennessee,Franklin
3877,11295,Tennessee,Cheatham
2821,12419,Tennessee,Lawrence
3384,11455,Tennessee,Bedford
3535,9535,Tennessee,Warren
2815,10175,Tennessee,Dyer
2550,10375,Tennessee,Lincoln
3061,9483,Tennessee,Henry
2248,9860,Tennessee,Campbell
2425,9525,Tennessee,Obion
2770,9001,Tennessee,Weakley
1980,9791,Tennessee,Cocke
2848,8167,Tennessee,Marshall
2915,7964,Tennessee,Giles
1942,8650,Tennessee,Rhea
2829,7680,Tennessee,Marion
1831,8589,Tennessee,Claiborne
2323,7731,Tennessee,Carroll
1796,8118,Tennessee,Henderson
1847,7839,Tennessee,McNairy
1622,8012,Tennessee,Hardin
1842,7657,Tennessee,White
4174,4912,Tennessee,Hardeman
3656,4884,Tennessee,Lauderdale
1943,6055,Tennessee,Overton
1154,6618,Tennessee,Grainger
1823,5685,Tennessee,Hickman
1071,6260,Tennessee,Macon
1688,5485,Tennessee,Smith
1100,6032,Tennessee,Fentress
1260,5666,Tennessee,Unicoi
1967,4928,Tennessee,Humphreys
934,6044,Tennessee,Scott
1566,5164,Tennessee,DeKalb
3704,3010,Tennessee,Haywood
1053,5429,Tennessee,Morgan
988,5400,Tennessee,Johnson
1252,5097,Tennessee,Polk
1474,4715,Tennessee,Benton
1010,5024,Tennessee,Union
717,5034,Tennessee,Wayne
1051,4434,Tennessee,Sequatchie
1302,3977,Tennessee,Crockett
1126,4006,Tennessee,Cannon
1222,3864,Tennessee,Stewart
902,3827,Tennessee,Chester
998,3626,Tennessee,Grundy
896,3621,Tennessee,Bledsoe
890,3579,Tennessee,Lewis
894,3580,Tennessee,Decatur
1129,3229,Tennessee,Jackson
856,3337,Tennessee,Meigs
865,2180,Tennessee,Houston
943,2099,Tennessee,Trousdale
496,2325,Tennessee,Moore
707,2140,Tennessee,Clay
597,2167,Tennessee,Perry
536,2019,Tennessee,Pickett
539,1820,Tennessee,Van Buren
322,1842,Tennessee,Hancock
577,1357,Tennessee,Lake
706471,544960,Texas,Harris
458845,261865,Texas,Dallas
288001,345683,Texas,Tarrant
319191,240161,Texas,Bexar
306475,126750,Texas,Travis
139837,200395,Texas,Collin
110000,169175,Texas,Denton
134475,117212,Texas,Fort Bend
145509,54567,Texas,El Paso
45744,150188,Texas,Montgomery
84252,104029,Texas,Williamson
118739,48608,Texas,Hidalgo
45503,73566,Texas,Galveston
43075,72653,Texas,Brazoria
49102,50704,Texas,Nueces
27956,65566,Texas,Lubbock
37608,51780,Texas,Bell
59319,29432,Texas,Cameron
42404,42828,Texas,Jefferson
22128,58631,Texas,Smith
27046,48245,Texas,McLennan
33117,33730,Texas,Hays
23041,38662,Texas,Brazos
16197,44807,Texas,Ellis
14166,44996,Texas,Comal
10976,44370,Texas,Johnson
18308,36495,Texas,Guadalupe
42297,12946,Texas,Webb
8329,46433,Texas,Parker
8340,43379,Texas,Randall
9993,36896,Texas,Midland
10276,35274,Texas,Grayson
10047,33172,Texas,Taylor
11623,28693,Texas,Gregg
10265,29537,Texas,Kaufman
9633,28396,Texas,Rockwall
9117,27376,Texas,Tom Green
8752,27609,Texas,Wichita
10225,24976,Texas,Ector
8831,24913,Texas,Bowie
7123,26587,Texas,Polk
5716,25385,Texas,Orange
6301,23866,Texas,Hunt
8843,21253,Texas,Victoria
7538,21666,Texas,Angelina
5649,23574,Texas,Henderson
7620,19499,Texas,Potter
10555,16314,Texas,Bastrop
7130,18712,Texas,Harrison
4001,21367,Texas,Hood
3412,20655,Texas,Wise
4851,18856,Texas,Liberty
4665,17658,Texas,Kerr
2779,19600,Texas,Hardin
6822,14751,Texas,Nacogdoches
2792,18436,Texas,Van Zandt
7825,13004,Texas,San Patricio
3633,15663,Texas,Kendall
6085,12878,Texas,Walker
4790,13991,Texas,Wilson
3785,14595,Texas,Burnet
3935,14675,Texas,Rusk
2624,15681,Texas,Wood
3579,14546,Texas,Lamar
5057,12212,Texas,Coryell
4624,12054,Texas,Medina
3358,13165,Texas,Anderson
5744,10525,Texas,Waller
3466,12896,Texas,Cherokee
2939,13278,Texas,Chambers
3998,11984,Texas,Navarro
2378,13198,Texas,Upshur
2345,13174,Texas,Cooke
3381,10944,Texas,Washington
4238,10149,Texas,Wharton
1621,12010,Texas,Brown
2159,11205,Texas,Erath
4635,8598,Texas,Atascosa
10397,2816,Texas,Maverick
2508,10704,Texas,Hopkins
6920,5856,Texas,Val Verde
2582,10578,Texas,Jasper
2286,10445,Texas,Gillespie
2535,10075,Texas,Hill
6688,5411,Texas,Jim Wells
2319,9637,Texas,Austin
2123,9536,Texas,Fannin
3357,8147,Texas,Matagorda
4663,6516,Texas,Caldwell
9246,2218,Texas,Starr
2250,9182,Texas,Cass
2127,8648,Texas,Fayette
2458,7730,Texas,Aransas
1835,8445,Texas,Panola
1825,8283,Texas,Llano
2034,8050,Texas,San Jacinto
1726,8159,Texas,Bandera
1700,8222,Texas,Palo Pinto
2194,7065,Texas,Grimes
4713,4364,Texas,Kleberg
2538,6405,Texas,Titus
1757,7171,Texas,Shelby
3863,4828,Texas,Uvalde
2090,6347,Texas,Hale
1768,6635,Texas,Howard
1170,7339,Texas,La Vaca
2042,6340,Texas,Milam
885,7526,Texas,Montague
1977,6323,Texas,Colorado
3443,4743,Texas,Bee
1978,6205,Texas,Houston
1479,6371,Texas,Lampasas
854,7039,Texas,Hutchinson
1243,6601,Texas,Tyler
1277,6325,Texas,Bosque
873,6587,Texas,Young
1748,5747,Texas,Limestone
1461,5995,Texas,Freestone
909,6391,Texas,Leon
699,6495,Texas,Gray
1257,5793,Texas,Hockley
2203,4665,Texas,Robertson
2118,4638,Texas,Calhoun
1491,5316,Texas,Burleson
776,6008,Texas,Eastland
1161,5510,Texas,De Witt
1372,4996,Texas,Lee
1567,4580,Texas,Gonzales
1154,4737,Texas,Trinity
935,4815,Texas,Jones
1244,4212,Texas,Blanco
568,4858,Texas,Callahan
904,4266,Texas,Jackson
1096,3974,Texas,Moore
733,4403,Texas,Scurry
1682,3438,Texas,Falls
788,4300,Texas,Comanche
1148,3924,Texas,Red River
3416,1541,Texas,Willacy
536,4376,Texas,Clay
1425,3443,Texas,Morris
836,3925,Texas,Andrews
1029,3551,Texas,Nolan
614,3992,Texas,Sabine
619,3919,Texas,Rains
597,3907,Texas,Gaines
1260,3201,Texas,Camp
665,3583,Texas,Franklin
881,3349,Texas,Madison
394,3785,Texas,Archer
739,3450,Texas,Live Oak
1869,2073,Texas,Brewster
1156,2968,Texas,Marion
1185,2911,Texas,Deaf Smith
1144,2959,Texas,Karnes
1551,2463,Texas,Pecos
2783,1316,Texas,Duval
807,3166,Texas,Wilbarger
978,2961,Texas,Newton
770,3040,Texas,Lamb
540,3206,Texas,Somervell
452,3241,Texas,Runnels
973,2618,Texas,Goliad
387,3177,Texas,Coleman
479,3056,Texas,Hamilton
907,2620,Texas,San Augustine
835,2636,Texas,Dawson
348,3033,Texas,Stephens
780,2541,Texas,Ward
2633,692,Texas,Zavala
314,2973,Texas,Jack
2173,974,Texas,Dimmit
1659,1417,Texas,Reeves
2056,1028,Texas,Zapata
480,2546,Texas,McCulloch
274,2628,Texas,Ochiltree
249,2617,Texas,Carson
