cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000525,0,,56,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0008,0,,55,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000575,0,,54,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,538,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000225,,537,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,536,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,535,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000425,,534,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000025,,533,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000025,,532,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,531,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000175,,530,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0,,53,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000075,,529,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,528,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00005,,527,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000075,,526,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,525,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000075,,524,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000125,,523,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000175,,522,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000075,,521,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,520,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00065,0,,52,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000175,,519,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000125,,518,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000125,,517,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,516,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0003,,515,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0001,,514,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000225,,513,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000175,,512,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000125,,511,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000275,,510,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00085,0.000025,,51,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000325,,509,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000175,,508,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00035,,507,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0005,,506,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000325,,505,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0003,,504,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.000275,,503,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000275,,502,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00025,,501,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00025,,500,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,50,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0,,5,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000325,,499,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.0004,,498,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000275,,497,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00065,,496,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0007,,495,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,494,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.0006,,493,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000525,,492,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0002,,491,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.00055,,490,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00045,0,,49,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00045,,489,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00015,,488,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.00085,,487,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00065,,486,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0003,,485,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000575,,484,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0008,,483,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000525,,482,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000575,,481,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000575,,480,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00055,0.000025,,48,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000675,,479,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000575,,478,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0004,,477,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0008,,476,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00105,,475,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00055,,474,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000675,,473,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000925,,472,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0005,,471,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0008,,470,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0002,0,,47,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.000675,,469,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0007,,468,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00075,,467,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0009,,466,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000625,,465,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00105,,464,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001075,,463,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001,,462,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001225,,461,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000625,,460,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000525,0,,46,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000675,,459,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.001275,,458,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00085,,457,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00165,,456,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0017,,455,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.000625,,454,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001125,,453,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001675,,452,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.00095,,451,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001575,,450,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0006,0.000025,,45,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.001525,,449,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00125,,448,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00155,,447,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0022,,446,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0017,,445,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0024,,444,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001125,,443,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.001675,,442,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0024,,441,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001425,,440,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,44,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00175,,439,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.002325,,438,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001275,,437,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.003625,,436,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.0047,,435,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00175,,434,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.001425,,433,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00255,,432,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.003125,,431,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.002175,,430,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0007,0,,43,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0037,,429,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.00405,,428,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00205,,427,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00375,,426,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0059,,425,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.0014,,424,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0.00285,,423,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.0059,,422,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.002875,,421,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.002175,,420,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00065,0,,42,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.010025,,419,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.00165,,418,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.00155,,417,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.01605,,416,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0029,,415,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.0016,,414,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.030475,,413,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.008675,,412,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.0009,,411,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.00245,,410,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0,,41,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.00205,,409,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.001475,,408,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.005025,,407,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0001,0.006325,,406,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.001275,,405,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.001325,,404,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0.002875,,403,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.001775,,402,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.00095,,401,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.00475,,400,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0004,0.000025,,40,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000425,0,,4,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.001275,,399,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.00145,,398,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0.009975,,397,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0001,0.002325,,396,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.001275,,395,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.0024,,394,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.001225,,393,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0001,0.000875,,392,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0.0044,,391,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.003475,,390,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000325,0,,39,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0.001775,,389,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0.003975,,388,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00025,0.00195,,387,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0.001475,,386,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000025,0.001425,,385,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0.002575,,384,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000225,0.001425,,383,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00025,0.0022,,382,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0002,0.0038,,381,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0.001575,,380,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00025,0,,38,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0001,0.001725,,379,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000425,0.006375,,378,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0.001925,,377,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00055,0.00155,,376,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0.02025,,375,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000375,0.0052,,374,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0.001825,,373,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0.0032,,372,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0.00185,,371,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00025,0.001075,,370,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00025,0,,37,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00055,0.007625,,369,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0.006875,,368,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000325,0.0019,,367,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00065,0.001125,,366,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00035,0.004875,,365,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0002,0.0033,,364,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001325,0.001975,,363,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00315,0.00635,,362,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00035,0.001925,,361,14:59:03 28 Sep 2020,40000
